city_id,year,crime_count,unemployment_rate,police_per_capita,median_income,population,temperature
1,2010,81,6.682217003285704,3.5786249982403966,69.99789069394868,27.82894483110444,61.1001562875854
1,2011,104,5.591718457399612,2.138921295313859,39.04187517462941,27.82894483110444,58.87426224959806
1,2012,117,6.746532954245146,2.1340848968696493,41.7902641439033,27.82894483110444,59.34189054323449
1,2013,166,9.133933699387157,2.896601589349536,31.020427893078995,27.82894483110444,76.2199429100345
1,2014,107,6.597228387140377,2.231918064029594,44.175973622759514,27.82894483110444,65.7905354826515
1,2015,70,3.0,1.5287260112593466,80.1868748568799,27.82894483110444,58.921795541596936
1,2016,119,8.618312132598767,2.709902723053364,49.42736713353156,27.82894483110444,74.36991420107381
1,2017,89,4.959941745577302,1.5583016118007866,70.5032188157962,27.82894483110444,68.03027410557047
1,2018,106,6.1650987977607095,2.4507070143347556,52.964176786196745,27.82894483110444,59.30958114617259
1,2019,72,6.225154600719095,2.90759533926225,85.17461797713325,27.82894483110444,43.674304071232655
2,2010,56,4.121740586204011,2.262366057846739,89.48343962959305,10.94221566444474,61.1001562875854
2,2011,61,3.0,2.9295029127882226,59.455143414260185,10.94221566444474,58.87426224959806
2,2012,85,7.18732421519754,3.548654186472013,46.05036456360601,10.94221566444474,59.34189054323449
2,2013,105,8.873355316026402,2.5888278712628887,109.13787030550488,10.94221566444474,76.2199429100345
2,2014,86,9.225451608178938,2.174821976598002,81.07538032398357,10.94221566444474,65.7905354826515
2,2015,58,3.0,2.1597262168547724,80.79034239692184,10.94221566444474,58.921795541596936
2,2016,63,6.019607057161089,3.1246982242221195,95.64394594845545,10.94221566444474,74.36991420107381
2,2017,144,8.841784153739479,2.314179815221177,30.0,10.94221566444474,68.03027410557047
2,2018,128,12.06002473971121,2.562142690051275,66.7296079696555,10.94221566444474,59.30958114617259
2,2019,59,9.857457173558032,2.7521869245968698,103.57923471169767,10.94221566444474,43.674304071232655
3,2010,48,3.881510518785497,3.6769092920404094,74.1820633735271,1.479245881191121,61.1001562875854
3,2011,68,5.821189775286744,2.7525258950110576,60.15512101633641,1.479245881191121,58.87426224959806
3,2012,70,9.934282189286824,3.721238196632386,82.30677483261522,1.479245881191121,59.34189054323449
3,2013,81,5.002548496408174,2.6756540599746255,30.0,1.479245881191121,76.2199429100345
3,2014,66,3.0,1.712609925251554,74.57057672384357,1.479245881191121,65.7905354826515
3,2015,77,5.834069437373472,2.0347649029172397,79.86144755269646,1.479245881191121,58.921795541596936
3,2016,87,6.986521873118304,1.9762761395378647,86.71761323647783,1.479245881191121,74.36991420107381
3,2017,96,8.065335627482924,2.7601052970168487,58.927258649744594,1.479245881191121,68.03027410557047
3,2018,98,5.643299318214817,1.3154509660869398,47.45027600194922,1.479245881191121,59.30958114617259
3,2019,68,8.954578845644576,3.844777413931537,55.417676993356096,1.479245881191121,43.674304071232655
4,2010,83,6.187222139873398,2.147228602306174,69.95817080479412,2.67021572018144,61.1001562875854
4,2011,111,8.448119821794155,1.9959805431364206,68.79983970005726,2.67021572018144,58.87426224959806
4,2012,96,7.100907429216248,1.1941612228504463,91.29564888482898,2.67021572018144,59.34189054323449
4,2013,82,3.0,3.547042449252036,42.4675349593746,2.67021572018144,76.2199429100345
4,2014,68,3.0,2.945159036341823,64.68350398304506,2.67021572018144,65.7905354826515
4,2015,84,3.0,2.323551230853162,45.24410458028562,2.67021572018144,58.921795541596936
4,2016,125,7.904814685783208,1.0593914882186852,80.00698868828835,2.67021572018144,74.36991420107381
4,2017,98,7.092177827677304,2.2237911739004095,84.49530997838636,2.67021572018144,68.03027410557047
4,2018,67,4.39866484827507,3.4468165221930596,83.247064826438,2.67021572018144,59.30958114617259
4,2019,94,8.453284645480824,2.475621972762183,42.238512016190874,2.67021572018144,43.674304071232655
5,2010,196,4.356246849660275,2.9658017209105645,84.14721132174554,24.404886877912183,61.1001562875854
5,2011,141,3.0,3.58036008742348,82.8673850361066,24.404886877912183,58.87426224959806
5,2012,255,7.2740689967456404,3.745553920808311,36.47524471864743,24.404886877912183,59.34189054323449
5,2013,422,9.73079071477158,2.554648850489492,55.334883105466005,24.404886877912183,76.2199429100345
5,2014,279,8.709489019627147,3.181322605458902,71.91565467889691,24.404886877912183,65.7905354826515
5,2015,191,4.891439100634226,2.442960832159208,89.7794631062555,24.404886877912183,58.921795541596936
5,2016,259,3.0,2.176533890316277,64.01652407401627,24.404886877912183,74.36991420107381
5,2017,224,6.845291676330183,2.565151090158405,111.36760700813844,24.404886877912183,68.03027410557047
5,2018,309,10.68614693478511,3.3254923522585385,66.83036282162122,24.404886877912183,59.30958114617259
5,2019,297,9.473640558109977,1.9454771606447459,56.34287351227458,24.404886877912183,43.674304071232655
6,2010,291,8.272683539356628,2.818944831341613,53.464350893831096,10.852420175250915,61.1001562875854
6,2011,212,4.7597116532257235,1.9513755022457147,69.10542100330045,10.852420175250915,58.87426224959806
6,2012,165,4.082302341533406,2.591871281902956,64.91524841214851,10.852420175250915,59.34189054323449
6,2013,374,8.721852872532097,1.303324850259376,73.08116476459257,10.852420175250915,76.2199429100345
6,2014,212,3.4032445121861548,2.1486946904619177,65.69242989510414,10.852420175250915,65.7905354826515
6,2015,376,11.914895677729014,3.037430503569019,40.44168515162239,10.852420175250915,58.921795541596936
6,2016,203,9.290145736838621,4.466909650011032,98.42914762737371,10.852420175250915,74.36991420107381
6,2017,251,4.72413553754003,2.3507366783096186,30.0,10.852420175250915,68.03027410557047
6,2018,228,6.727760995015792,2.5400303376759887,95.03301569271109,10.852420175250915,59.30958114617259
6,2019,149,3.017215337668148,3.0872482249878193,52.42659972681278,10.852420175250915,43.674304071232655
7,2010,158,6.180541226578867,1.591703089261634,59.355816547496616,10.081750370081508,61.1001562875854
7,2011,150,10.134739968845285,3.1519508216116208,59.405208173492085,10.081750370081508,58.87426224959806
7,2012,182,11.61656981630633,2.5927092367980484,34.56547721518004,10.081750370081508,59.34189054323449
7,2013,185,8.717212425741057,2.827317355685593,61.62406258365474,10.081750370081508,76.2199429100345
7,2014,82,3.0,3.5714581251169606,65.01942252181637,10.081750370081508,65.7905354826515
7,2015,155,8.214432408245322,1.792275676796361,52.39739556804413,10.081750370081508,58.921795541596936
7,2016,210,8.23021655997184,1.6143185606793193,34.770208056123366,10.081750370081508,74.36991420107381
7,2017,110,5.946772553126294,2.5856659871604726,78.69062657329987,10.081750370081508,68.03027410557047
7,2018,135,9.272080453404795,2.4735204140796547,66.30753201739432,10.081750370081508,59.30958114617259
7,2019,75,4.050267182762305,1.685676029985129,88.50445558105748,10.081750370081508,43.674304071232655
8,2010,159,8.668312826815814,1.439477852599975,53.08376789492688,7.235405500651959,61.1001562875854
8,2011,122,6.707867697618485,2.067597078941771,73.07961705071156,7.235405500651959,58.87426224959806
8,2012,112,8.281058235885247,2.805674903641264,85.17786531192046,7.235405500651959,59.34189054323449
8,2013,133,12.852385197479624,4.612692271026409,99.69683171083192,7.235405500651959,76.2199429100345
8,2014,139,7.8642463566367375,2.411536231301091,67.14938272223037,7.235405500651959,65.7905354826515
8,2015,155,5.81171730967867,1.3676192558110352,50.46974576232516,7.235405500651959,58.921795541596936
