"model_name","variable","coefficient","std_error","statistic","p_value","metric_type"
"VAR2_Canada","e:e.l1",1.63782060228719,0.150009048168818,10.9181454204283,5.28258779912822e-17,"coefficient"
"VAR2_Canada","e:prod.l1",0.167271668547042,0.0611378252670541,2.73597675115835,0.00780402666727708,"coefficient"
"VAR2_Canada","e:rw.l1",-0.0631186313449101,0.0552387251340057,-1.14265184780764,0.256916974784275,"coefficient"
"VAR2_Canada","e:U.l1",0.265584777211981,0.202797084490694,1.30960845851888,0.194435046906695,"coefficient"
"VAR2_Canada","e:e.l2",-0.497133774748472,0.159526035737515,-3.1163174866732,0.00261834099301167,"coefficient"
"VAR2_Canada","e:prod.l2",-0.10165006721152,0.0660691767832981,-1.53853993890259,0.128240219894665,"coefficient"
"VAR2_Canada","e:rw.l2",0.00384449205421629,0.0555222823122683,0.0692423274784366,0.944986055470555,"coefficient"
"VAR2_Canada","e:U.l2",0.132689312629496,0.207327474498502,0.639998692650138,0.524177093069369,"coefficient"
"VAR2_Canada","e:const",-136.99844936947,55.8480732000202,-2.45305596987759,0.0165535415095421,"coefficient"
"VAR2_Canada","prod:e.l1",-0.172765811981854,0.269767427175109,-0.640425027554235,0.523901521501221,"coefficient"
"VAR2_Canada","prod:prod.l1",1.15042820441233,0.109946660062889,10.4635120680727,3.5680570466206e-16,"coefficient"
"VAR2_Canada","prod:rw.l1",0.05130389578108,0.0993380662149372,0.516457564918509,0.607095896965315,"coefficient"
"VAR2_Canada","prod:U.l1",-0.478501312973126,0.364698319131391,-1.31204693817285,0.193615212560428,"coefficient"
"VAR2_Canada","prod:e.l2",0.385258923082293,0.28688221646419,1.34291671275617,0.183459575360954,"coefficient"
"VAR2_Canada","prod:prod.l2",-0.17241187282319,0.118814911860181,-1.45109624813828,0.151036904190299,"coefficient"
"VAR2_Canada","prod:rw.l2",-0.118851043468287,0.0998479987248138,-1.19031973586017,0.237777302267014,"coefficient"
"VAR2_Canada","prod:U.l2",1.01591800956285,0.372845505393987,2.72476936121123,0.00804806939180166,"coefficient"
"VAR2_Canada","prod:const",-166.775517747189,100.433881847591,-1.66055035092911,0.101093488851432,"coefficient"
"VAR2_Canada","rw:e.l1",-0.268832870818296,0.322619287659298,-0.833282079223352,0.40740382084408,"coefficient"
"VAR2_Canada","rw:prod.l1",-0.0810650014991924,0.131487012800043,-0.61652477893365,0.539466177923609,"coefficient"
"VAR2_Canada","rw:rw.l1",0.895478330073171,0.118800021541934,7.53769501428147,1.03696917772388e-10,"coefficient"
"VAR2_Canada","rw:U.l1",0.0121300325545387,0.436148697271517,0.0278116904404907,0.977888233781631,"coefficient"
"VAR2_Canada","rw:e.l2",0.367848940946191,0.343087144682296,1.07217348900328,0.287173888939234,"coefficient"
"VAR2_Canada","rw:prod.l2",-0.00518094725776422,0.142092700475481,-0.0364617411058229,0.97101370800046,"coefficient"
"VAR2_Canada","rw:rw.l2",0.0526765645451538,0.119409858188313,0.441140834972613,0.66041485269307,"coefficient"
"VAR2_Canada","rw:U.l2",-0.127708256301828,0.445892050855714,-0.286410704242748,0.775374854032227,"coefficient"
"VAR2_Canada","rw:const",-33.1883387735178,120.110525417494,-0.276314991197966,0.783086934735752,"coefficient"
"VAR2_Canada","U:e.l1",-0.580763818865324,0.115628069948523,-5.02268886027308,3.49419159427003e-06,"coefficient"
"VAR2_Canada","U:prod.l1",-0.0781170733055785,0.0471254822477368,-1.65763976472262,0.10168188660899,"coefficient"
"VAR2_Canada","U:rw.l1",0.0186621392905765,0.0425784127799681,0.438300492482342,0.662462797073886,"coefficient"
"VAR2_Canada","U:U.l1",0.618931496617899,0.156317473893024,3.95945175675924,0.000172759278946876,"coefficient"
"VAR2_Canada","U:e.l2",0.40981821980059,0.122963833475628,3.33283542174063,0.00135213492973272,"coefficient"
"VAR2_Canada","U:prod.l2",0.0521166840858627,0.050926604013534,1.02336853390052,0.309513012338813,"coefficient"
"VAR2_Canada","U:rw.l2",0.0418011516502064,0.0427969807239874,0.976731324104298,0.331927918913186,"coefficient"
"VAR2_Canada","U:U.l2",-0.0711688493985864,0.159809531599618,-0.445335448306616,0.657395197113479,"coefficient"
"VAR2_Canada","U:const",149.780564873342,43.0481027197432,3.47937668353147,0.000851461625331498,"coefficient"
"VAR2_macro_USA","gdp_growth:gdp_growth.l1",0.182022400689395,0.171712741403017,1.06004015311933,0.29731601882473,"coefficient"
"VAR2_macro_USA","gdp_growth:inflation.l1",0.0695354059424057,0.118907252655113,0.584786919130083,0.562923439523157,"coefficient"
"VAR2_macro_USA","gdp_growth:interest_rate.l1",-0.381992369463075,0.131538806572956,-2.90402793985521,0.00673442454218179,"coefficient"
