entity,time,y,x1,x2_omitted
1,1,34.501484878568235,0.19138957415543661,20.473230377555733
1,2,35.52971830973013,1.2646797951692785,20.67357436134148
1,3,35.01553564618742,-0.6573780195614006,21.003990998921658
1,4,37.26434508087751,1.3772376114582572,22.049584484938677
1,5,35.00715612812966,-0.5646722747264383,22.16655562111857
1,6,38.81372830386927,1.5259510576951012,20.86563462470852
1,7,36.691030268983,-1.605316587730412,23.322953505334763
1,8,38.459617850185936,0.8126041135850487,23.141925888597644
2,1,-69.6568822007868,0.7620385075571829,-42.32189600462195
2,2,-67.33993988651845,1.804023847743225,-42.32557160222957
2,3,-69.84755257728756,-1.3226999008332205,-40.18041093022696
2,4,-70.89783115549422,-1.568066291446595,-41.75828257755464
2,5,-70.52172197083205,1.3166618809304405,-43.42557540393909
2,6,-72.22483809832407,-0.4914538760158852,-42.64184360570917
2,7,-72.73584322687728,1.191747516892787,-43.7316958800251
2,8,-75.21415241941901,-0.4441226718736372,-43.65754024448966
3,1,53.53711223300551,-0.24462187658135448,31.813483470815868
3,2,51.376858597770095,-0.9167173359169016,31.955828842869156
3,3,47.99971012977053,-1.4113566960772126,31.100140732477573
3,4,51.36034218196813,2.235656090051031,29.323588270828786
3,5,53.94976541290688,0.011867858062686238,29.97082873593634
3,6,54.54354377949016,0.17859036090032787,32.528808652204226
3,7,53.910247844853686,-1.0462020898440052,32.16005750669782
3,8,55.07799608397152,-0.27194164117220404,32.67042124525647
4,1,-0.9396769538915439,-0.7933991268985565,0.623580381227338
4,2,0.2025454392870839,-0.16239735837336453,0.3680162074205229
4,3,-0.2839964670446009,0.31404453483190364,0.40288444466462564
4,4,-0.7444187783298349,-1.1594324498242754,-0.4979224369756188
4,5,-1.5869240832926135,-0.4538628935405468,-0.7044643541988458
4,6,-1.4536780330950858,-0.06420155442947742,-0.9133040588225859
4,7,-0.8709268452765986,0.6747301379226317,-0.835103963624485
4,8,-0.7388278981213596,0.8008729714809321,-1.646672043762869
5,1,-91.423431542841,-0.04575805659720711,-54.323975426938624
5,2,-92.38068706344414,-0.3933256890075073,-54.84120788086868
5,3,-94.46045664001085,-0.6115706248499068,-55.080670193590876
5,4,-97.82940492265209,-2.5582906088724044,-57.35768539641286
5,5,-99.00033325403702,-0.5902860855687758,-58.29253039304386
5,6,-102.22402118069579,-0.7405638357094088,-59.61503265308818
5,7,-104.90660744231096,-0.7053134799644181,-61.34477497300364
5,8,-103.81259854793419,0.8607762923836139,-62.783520563501725
6,1,-9.315976271299599,0.506942562289195,-5.20087997458894
6,2,-7.4492019906706854,1.194306099359353,-5.497193119976622
6,3,-6.74021512121762,0.7167795557673138,-5.292130544419507
6,4,-8.938186457663146,-0.08088287860039405,-4.538896831679549
6,5,-7.411631569490627,0.6727266535834475,-5.529689014980882
6,6,-8.282699867518241,-1.100749224284884,-3.8685522315530965
6,7,-7.963319996202307,0.15098996598149328,-5.164168414967362
6,8,-10.511941701532681,-0.46293956688440885,-5.576982055645134
7,1,-27.226317148292125,0.3264996724150558,-15.228364444004482
7,2,-27.94415653695224,-0.5202407588455638,-16.389309622442727
7,3,-27.535830325515388,0.7190801254515974,-16.678736030363915
7,4,-27.512369221813653,1.0152234868184118,-16.14558094484862
7,5,-25.283619972311822,1.387529678192097,-16.021445481628483
7,6,-24.844753953229514,1.5336281922767017,-16.56530945778861
7,7,-23.752007823086437,-0.017554611525554764,-15.278735341103028
7,8,-23.623216213290487,0.0006128390357217783,-14.589485517670633
8,1,-23.183757590350265,-1.330720626059654,-13.260619500967865
8,2,-21.39047810662889,-0.09161199966564154,-13.899451672235523
8,3,-21.519639930135195,-0.8074394609605989,-12.114703482701325
8,4,-21.54010469624268,-1.0759019233211422,-12.597059889679667
8,5,-20.920263412938642,0.1950436779078812,-12.956689345684074
8,6,-20.86516480891088,-0.4135462788795472,-12.731124744347161
8,7,-22.542165736863183,-1.439296832204323,-12.209986612054976
8,8,-22.386724609028402,-0.23610624987661172,-13.650217082370386
9,1,-20.388563214869844,-1.8484150254184386,-11.216191999408222
9,2,-21.37642813084931,0.34272327942821157,-13.068383109201347
9,3,-19.73377581405063,-0.43111416549242254,-12.206226371915195
9,4,-21.85377651483771,-1.7273333249294223,-11.997069408415053
9,5,-21.87148217691087,0.615838084711801,-13.499961750847648
9,6,-21.983202353362362,1.1624508771643265,-12.7289511036209
9,7,-21.96107953950956,0.21831575853235186,-13.38690462839345
9,8,-20.916125644698774,1.3394205407544582,-13.382236137129658
10,1,59.17736029496885,0.8533377055556581,34.86297908684757
10,2,60.32557704022438,0.36273531295925804,34.44109508336769
10,3,61.80505208962762,0.6520762302495073,36.06364863595912
10,4,60.851584847989,-0.779428824049307,36.9716987876877
10,5,57.66506793132979,-0.8472816413969683,36.46966306914472
10,6,59.083918717371034,0.6683091801908404,34.224926531427634
10,7,62.03251584735779,0.8895678151131191,36.48210021435416
10,8,60.90341866725249,-2.3608482722214563,37.51439839371293
11,1,22.408962153325128,0.9498507741409666,12.64748854670065
11,2,25.022009729580184,0.469082833071652,13.712902910987415
11,3,24.33792586127757,-0.1243540187723098,14.824126752461238
11,4,26.20795701745173,0.4577515391063732,14.231422988098204
11,5,25.45470263408626,-1.745798886404392,15.264353890813716
11,6,26.263310530027606,0.5670450945542701,14.997856298193103
11,7,25.58341302155166,-2.0662769689025318,15.59192682119565
11,8,23.49909139628876,-0.6984540577306252,14.840627887666054
12,1,11.197415839569597,1.7346567482723547,5.744101880263751
12,2,9.513654885375642,-1.123757555162994,7.949519336761346
12,3,10.259745820097034,-1.6142916494243535,6.341912605454212
12,4,10.499861767011279,0.20543470337236272,6.172855606778235
12,5,11.58193969768993,0.3273087193165447,6.8198240281646445
12,6,13.02073494229756,0.608223100916303,6.550589152328836
12,7,11.978229032834149,-0.25645196113561797,8.207501598137055
12,8,12.701348790608497,0.2708863022208979,7.011492244066628
13,1,-7.691961253071742,2.4105496694691984,-6.495996406083474
13,2,-7.33230934998076,0.3228608112746046,-4.969863291187068
13,3,-6.190635541649272,-0.38239180639490444,-3.4522315241766464
13,4,-5.641237533250401,1.2460991318288503,-4.776686278022126
13,5,-4.025143929151838,1.5157499849469056,-3.4441353037817133
13,6,-2.494378738674877,2.22951379998943,-2.8328787749175706
13,7,-1.222845207671274,1.6441779011497484,-1.3726460912506857
13,8,1.1492109262681705,2.2201921380166882,0.16360787312041136
14,1,9.92769301611925,1.0704415024158835,4.019565162834142
14,2,10.979148982397962,-0.15946612418015835,5.779756385423194
14,3,9.327791180743368,-0.5418589962046747,5.716233791406448
14,4,10.766947310922474,0.3751756207947201,5.5402587708782525
14,5,9.935940473024052,-1.1996850379279334,7.425629415996285
14,6,11.53186135994987,1.1700642013845663,5.974625309177888
14,7,12.249351013263928,-0.18986099277262417,6.689292061396296
14,8,12.472794820226866,-0.2600488579090878,7.191802944342651
15,1,66.83578488456612,1.1129956599127606,38.72695291086374
15,2,69.45468168196174,1.0658153918343047,40.68768448961747
15,3,70.25669805775114,-0.783559976549848,41.3050276412071
15,4,69.98074466501893,0.514420218188442,41.17080062123124
15,5,71.4495700290348,0.9245285000479226,42.06150697670082
15,6,72.04907702221377,-0.8420770390170382,43.649515980299626
15,7,71.46665348634936,-0.8229627385607768,43.515385438337205
15,8,69.86301214473689,-0.5974140272077807,43.053985345750576
16,1,34.15705502284586,-0.07356248281146685,19.545454342470773
16,2,33.96742955059612,0.06327580463271981,19.919528487129767
16,3,32.48902957276023,-0.040607031039425194,20.301235114829005
16,4,34.537362448238575,0.3521363302852907,19.09434686722287
16,5,35.62072480918942,0.31399679925823726,20.905878160724214
16,6,36.12594224883922,0.705519345870324,20.927669544894737
16,7,35.82390193224556,-1.1317047902650241,21.858760861472064
16,8,37.49094691085614,1.007393502041748,22.075166778279048
17,1,42.39316814494826,1.5426002035292548,24.298209126461174
17,2,41.30250701664362,-1.246639646778711,24.713398123173334
17,3,41.11788541202315,-0.23930826712918263,24.9338145839745
17,4,40.303857538542346,-0.22208632472254392,25.296365729933
17,5,40.84632773836764,0.04377753406235262,24.102092881195183
17,6,40.80217200902347,-0.9588855980909397,24.744114169579625
17,7,39.45784929862411,-0.11391713890380882,24.462761152725335
17,8,37.252270873859345,-0.5047356374884437,23.166765980896823
18,1,-23.999924556156472,-0.0730942033681953,-13.020181773285561
18,2,-24.040786994032068,0.7665506014574919,-13.609265074865771
18,3,-27.25728370751114,-1.354388882633877,-14.371146297329405
18,4,-26.987772067513266,0.5787144336862349,-16.789461361896105
18,5,-26.79110176137199,0.8164338505621237,-16.39926060846423
18,6,-25.657284340535586,0.8246330845654944,-16.241977606880997
18,7,-25.03862581811091,0.7764113459380372,-14.607088029628398
18,8,-26.642590574691297,-1.5372422293021168,-14.303313880570544
19,1,54.5368386045485,0.5638533222300253,31.623505414976748
19,2,54.30065374949184,-1.4312903093836724,32.61009879485981
19,3,55.323032045437614,-0.1306188612674469,33.20782831955424
19,4,59.6814834491301,1.2442635332629626,34.06375381206915
19,5,59.169925056054076,-0.1638970548355271,35.966574378876736
19,6,58.653366385464686,-1.7266618639591989,35.42593347358997
19,7,58.97349699543689,0.3925418303032655,35.05696553205471
19,8,57.78015662710166,-0.7355419157852175,35.621450942108254
20,1,23.81405752011613,1.0052591171021927,14.432633463150816
20,2,23.52081650647315,0.27626123386170043,13.915500465485453
20,3,21.070908229425438,-1.590985318435635,14.190357943795084
20,4,19.051692243517483,-1.5198895770439718,12.140206609874566
20,5,17.852943694716704,-0.08068831408421849,11.438734377023692
20,6,18.057779089570253,0.6582732480280599,10.55797119704383
20,7,16.16526360892348,-0.8626002973125392,11.093355455500793
20,8,15.284908747564554,-0.09586521135710074,10.248307671043298
21,1,11.719948776412418,1.0871355839605437,6.523633082753938
21,2,10.558362991012137,-1.9055186129576474,7.358749881827376
21,3,10.556225462513476,-0.03578455168742129,6.713372169302731
21,4,12.106442986835539,0.8125375968136752,6.56201088498409
21,5,12.760715689692631,-0.034267294163882044,6.9035607322011865
21,6,12.115926182656148,1.740527138526685,8.191644944220437
21,7,12.969707648528793,0.09226622520423258,7.06317575486037
21,8,12.305167090329142,-0.8901869621733842,8.27845781516519
22,1,23.59166758058603,1.9596225139206638,13.253386558566692
22,2,25.093542039917853,1.2537719861114922,13.84594995301639
22,3,24.429469667217486,-0.5257762323926358,14.734948794292896
22,4,27.122131168118464,1.53476097767407,14.297447157315816
22,5,29.145302904451235,-0.009939135437103952,16.388751113938746
22,6,29.930588129444146,-0.3634731727205004,17.110866931449472
22,7,31.536813826835058,1.2101180876302058,18.203933709187503
22,8,32.3648902894848,0.6714653925561483,19.046058366240256
23,1,3.1603077184799644,-0.3517021183653492,1.1524916114782062
23,2,8.025364293670297,2.1762102556177307,1.511524938991779
23,3,7.117126625112567,-1.7163440321516363,5.014340939851086
23,4,8.299613393850237,0.4743817429313958,3.2800098114740908
23,5,12.688381149372466,1.7667106118478257,5.387027847119805
23,6,15.003885756685143,1.8958038319619448,6.912145788486654
23,7,15.839860897337516,0.2698629213830926,9.111815304496902
23,8,13.206222296932808,-2.3874541878834274,9.865793826087199
24,1,8.492761976174855,1.984252262925956,3.022373681540691
24,2,11.175909824757635,1.5949167482148408,6.069576165146829
24,3,12.187451265673305,-0.5618749707611176,5.985667899637032
24,4,11.191092037027548,-0.6270004186013326,7.905923268403498
24,5,12.533407794745079,1.5076743503362728,6.898523859290267
24,6,10.826641034500064,-1.2143292822201408,6.850629248928106
24,7,8.852595874002722,-2.5399074156049504,6.101015157036034
24,8,8.968059819377965,0.8270186529252472,6.274961710650106
25,1,-18.30731597969542,1.4775155100553996,-11.788766906378028
25,2,-20.228122562064378,-1.7006860707806395,-10.949331445146305
25,3,-16.791695940586635,1.726597727028208,-12.234888160662083
25,4,-17.616283582606226,0.7628833104426278,-10.161871485369149
25,5,-17.189842394785185,1.0722759247385483,-10.974237308285039
25,6,-17.45475989714062,0.10706651760565193,-10.680518808875526
25,7,-16.249539169997718,-0.10327354855985296,-10.517088880696866
25,8,-17.948398935627225,-0.7539861093012422,-10.334880740451121
26,1,5.417282566962891,0.03989124821008455,2.238254404393582
26,2,7.236460653567551,0.6028057776894188,3.294494438627441
26,3,4.437705194528248,-2.292469108481126,4.5347553632875215
26,4,1.3018833805179124,-1.7553173119497352,1.8933262340045776
26,5,2.4034960402939145,-0.4711261324984773,1.3919980278302073
26,6,2.5053166587198814,0.2861846524338374,1.297487693427043
26,7,3.082295967422411,0.1112082430817251,0.8041742740952538
26,8,4.140930519861158,0.42530991735034596,2.676846584746588
27,1,-0.5135303534113298,-0.21196898170782114,0.3854994525109134
27,2,2.064029752847546,1.5522246787843448,0.4398101732505207
27,3,3.2662960152738165,-1.1007410792271695,2.237980305105891
27,4,4.322121243696067,1.852633872320458,1.3844553475037258
27,5,2.996839383726111,0.3841628093289399,2.3756666958392776
27,6,4.273628364299549,0.523843239575023,2.4972202869197195
27,7,3.5796385128326738,0.7106659439525231,2.0780651320207766
27,8,6.078096829539808,0.8951006648154805,2.5143420666982834
28,1,-1.1771801969446714,0.6958123744105472,-2.151060663711933
28,2,-0.07865799413455504,1.065604909771345,-0.8734672763236738
28,3,-1.8200277456223701,-1.1542740534986002,0.39786197298991927
28,4,-3.4702960838773222,-0.013182700050893241,-2.33015919527169
28,5,-3.793570866742824,-1.3971982313844107,-1.4178256997021441
28,6,-4.662274430158413,0.3279343613651645,-1.7327944665181376
28,7,-6.32455939219255,-1.8296291945905188,-2.5837474454294496
28,8,-5.700718968253198,-0.7953918490659888,-3.788256216130141
29,1,0.23522453144676295,-0.2621779819213618,0.3516021616195255
29,2,-1.5511843893333424,-0.045516340014789596,-0.4653797421949111
29,3,-4.227108878805842,-0.877456468269921,-0.7806214504601777
29,4,-4.635286662886955,-0.06535515272964806,-2.918530715546574
29,5,-5.158196521977372,0.3982810496548592,-2.545353906512749
29,6,-3.7848357496284066,1.3308766123832954,-2.733668054693082
29,7,-3.9217005375215495,-0.7451776772438031,-1.9060478016246734
29,8,-3.902460703272265,-0.27118253655506425,-2.9562031368753843
30,1,31.693805847074657,1.7642304822894608,16.11162800492227
