country,quarter,gdp_growth,inflation,interest_rate,unemployment,exchange_rate
USA,2010-Q1,0.692341055425701,4.189052119819789,5.030471278081428,12.376956081905135,98.1700486354301
USA,2010-Q2,0.38792174398073787,3.0902662618619763,1.7030626614570958,10.128024325108575,97.34919285632212
USA,2010-Q3,0.4515087545228711,4.755641000647122,1.4209134801491408,10.607511139242842,97.37763618850218
USA,2010-Q4,3.7272928336710702,2.010963472687685,4.14072946395052,9.955421039204579,95.61884956314708
USA,2011-Q1,3.5200282968523773,3.021078546326083,3.300163958803182,9.39391217969413,96.04654643426075
USA,2011-Q2,3.3266227656681275,3.912269953791028,5.7716219853202455,7.995518821926271,99.96980537672154
USA,2011-Q3,0.37848184183518807,2.8937079429217003,6.11311548107099,10.33122007687251,97.77037318969197
USA,2011-Q4,1.3091333274179502,2.032529051952589,5.094520529196066,11.720063367700384,98.52667856450985
USA,2012-Q1,0.8947001571195742,3.393746384475606,5.210172611898487,12.36394848756843,99.126561622505
USA,2012-Q2,0.5949153657021671,2.0261230055941177,5.921599133825407,12.410057165321865,98.38677024307415
USA,2012-Q3,1.5539085194597275,4.008669211961266,4.738374490245886,12.04891607640846,97.85149234805061
USA,2012-Q4,1.6063297811817505,4.722753188618808,5.98895516101507,12.354139900518767,99.8727928544153
USA,2013-Q1,1.9270660955194268,4.679298239553452,5.587486421069037,11.467855882516687,98.58391173217609
USA,2013-Q2,2.2495982206027487,4.625510238204516,4.885432126555605,13.493862678464161,96.78847539444666
USA,2013-Q3,0.9079535117092394,5.111562478540172,6.151754691603082,12.718823118178651,98.33014695308111
USA,2013-Q4,1.682983160014086,2.7332580771431827,6.155291839302408,10.432050572638808,99.53600403123308
USA,2014-Q1,1.7174939867488934,1.7139644682158248,5.277818540411374,11.068858625263596,97.78612715813206
USA,2014-Q2,0.9946046182085766,2.3712115000364116,5.218934915931475,10.306147060532643,97.01696885484479
USA,2014-Q3,1.957980000000603,0.5446794493815217,3.4184550847950197,9.25781263856697,97.0016000545093
USA,2014-Q4,2.670556017882375,3.654314331399608,4.549905574256093,9.769450780632102,97.1449989540225
USA,2015-Q1,1.182254643059756,2.9431785680362106,4.359552312072033,10.609986352515708,96.08621484554138
USA,2015-Q2,2.7061361058989983,4.958209960530247,4.582301856258213,10.892836487403226,97.99745750087905
USA,2015-Q3,1.9704296387248708,4.161427429256082,5.0499156610048725,10.53760431006927,96.51249915090128
USA,2015-Q4,2.380556122511892,4.239219225749251,6.873782094628449,11.764262236091719,100.64032334080348
USA,2016-Q1,1.1877932752595153,4.616454514424751,6.572754157510165,13.936657018285878,98.06197038589873
USA,2016-Q2,0.7121045377452386,2.722949474850494,4.038782357160076,11.11764980484807,96.8472703824837
USA,2016-Q3,2.014149330782878,3.195144144815303,6.526843911133722,12.467187289674847,96.3803850106149
USA,2016-Q4,0.7349911093789887,3.454887768056261,4.343378072123546,13.632537298332192,99.2290917888456
USA,2017-Q1,1.2303701968907834,0.641917430311918,6.1920315034201785,11.792166878367842,100.20901677486047
USA,2017-Q2,-0.34185144799359257,0.548863811820044,5.016674185442983,11.711073469033144,98.26865787843008
USA,2017-Q3,1.8300522418156953,0.029575344297541273,4.403545137335357,11.194750825900112,98.8363595579598
USA,2017-Q4,2.7376226415986444,-0.07530463819213629,2.240096027834639,11.824554013152127,98.78097369052986
USA,2018-Q1,1.8281423942431245,3.1925459459609495,2.8299433353599484,12.536965966330694,98.13045662833214
USA,2018-Q2,4.901981739209297,5.56647540618038,3.4746351478317075,11.410779475226711,98.7901828621621
USA,2018-Q3,5.259592238479457,3.476605113892957,5.193975303824453,10.688444903191465,95.34325523458742
USA,2018-Q4,2.4454015464659244,0.6475404130498839,4.778137242189437,10.82807933528128,99.10462983717775
USA,2019-Q1,2.8533055114522616,3.9653915873903296,3.1457761293439903,7.971660341396725,97.99109777855726
USA,2019-Q2,3.218083946681226,3.382370655141045,1.84339583192435,8.869580773840609,95.601855966763
USA,2019-Q3,4.115831151425612,3.880354678685427,2.102110026631837,8.25749872531568,94.71498187975013
USA,2019-Q4,3.5465057784075804,4.823268469678169,2.2084725907842175,9.54236931920911,95.18991929431975
GBR,2010-Q1,1.9881203101711484,2.5892934909204923,1.852333249216866,4.855870843662656,88.42806978227203
GBR,2010-Q2,3.1157857996544362,3.137272293321958,2.356906353354095,4.352697018245578,88.05519282228909
GBR,2010-Q3,2.5033065728260393,0.9684170170364474,0.8880751133630813,5.5498378766518925,88.37128259410547
GBR,2010-Q4,2.0164937716864686,2.0440949145889573,1.5777938443403066,4.808484780682466,86.75007493489626
GBR,2011-Q1,2.013813274473662,1.1790231660034094,2.098812621616517,2.910808467702577,88.8561863727636
GBR,2011-Q2,2.278641744811464,2.4930858041921793,2.9704278404279503,6.8815562677797,90.06411616488576
GBR,2011-Q3,-0.6231034035440053,0.6308460776112437,1.8416262455226662,6.472518034921186,89.83742962322998
GBR,2011-Q4,-0.15654498411069817,1.644718942965992,0.8622803038271089,6.06965971667252,86.56735327392956
GBR,2012-Q1,-0.4481803964162916,0.024758801842222677,0.0,7.959256845824158,85.85153910014809
