country,year,y1,y2,y3
Country_001,1,3.0141804038514435,0.7633390631711634,-1.0065470607693756
Country_001,2,2.6934155205649275,-0.2582103274843198,0.701031724577128
Country_001,3,3.0350750492952443,-0.49017854819291456,1.464341860442188
Country_001,4,2.4600901615894966,0.7744950904809723,2.8736625805838
Country_001,5,1.5144286747972537,-0.3045787534712979,0.18243551717799233
Country_001,6,0.47117576243856485,-0.38712500707256803,0.49784740606724087
Country_001,7,1.0420503905546776,0.4112767220804814,0.49662296602746836
Country_001,8,2.504330982440032,0.06994802580635041,3.4705943672459227
Country_001,9,2.407604548990398,-0.5145762848556588,0.20536636298664757
Country_001,10,2.2160463997437603,-0.2331681892712072,1.0085788122943915
Country_001,11,2.111032534450801,-0.018981731023789594,-0.34727479329227406
Country_001,12,0.07044075254491222,-0.6321806940928077,0.767320546737458
Country_001,13,0.7790858304080363,-1.5746713531362073,0.4313167635919442
Country_001,14,1.304632004938231,-1.4976045208963251,0.26980385287104086
Country_001,15,1.2402964309204914,-1.6735359728401318,0.36791955561416845
Country_002,1,-0.36676438291291774,0.2933799265305625,-0.1050237323200427
Country_002,2,0.15978233870591096,1.6598714566130928,0.7150388571039633
Country_002,3,0.3054209073730945,1.525993733180002,0.6874357447237631
Country_002,4,0.20062095141816158,0.8687384691142823,1.0853693240775353
Country_002,5,-0.8488812922251882,0.42219350776078995,1.4838616446592006
Country_002,6,0.8505209776036452,1.3032020325598346,3.7461483507071156
Country_002,7,-0.5182690581650293,1.437460689592462,2.2425274676981215
Country_002,8,1.754486420056355,0.3420161786538633,0.7042231386961546
Country_002,9,0.10166858050535277,-1.4071266075611062,-0.10133043674630782
Country_002,10,-0.8844803553798241,-0.3901940929917738,0.6919708076570721
Country_002,11,1.2577486774471718,1.0411852035839078,0.4839280305329404
Country_002,12,-0.4457223167035745,1.036924974398783,-0.6192900828535084
Country_002,13,1.432415623423764,1.8705480118743014,0.31245683339630503
Country_002,14,-1.1731087014577979,2.004506561025099,0.7420772218206456
Country_002,15,0.47507997716576034,-0.3886172286888865,0.2768531271559612
Country_003,1,0.8042135777713659,-0.840702659671402,-0.20495326175506634
Country_003,2,2.6347931805334515,0.5684666018945157,-0.3252558105298782
Country_003,3,2.6758961054330004,0.1293071645698897,-2.3575772907144037
Country_003,4,0.4871473348014257,-1.7172633696599833,-1.7455093577203706
Country_003,5,0.4192776395925942,0.5080587907107142,-0.35505940401701985
Country_003,6,0.1478238839897625,0.60321710897299,-2.536665710737301
Country_003,7,0.46681209310577687,0.6306020554810128,-2.458094997893017
Country_003,8,1.534445682762147,0.47294817524081767,-1.242621445520834
Country_003,9,1.557290300489688,2.1719183099704455,0.036946489559264606
Country_003,10,1.1841513295475097,0.3936414017095638,-0.8987067053656099
Country_003,11,1.57969707432033,-0.6171788225535393,-0.4025808893228168
Country_003,12,0.4694766833973779,-0.026164834265691328,0.0038628594193981236
Country_003,13,1.4295638789589178,-0.5519584147387546,-0.42449666544825215
Country_003,14,-0.10669618330051889,-0.9213532583097093,-0.13923259849635158
Country_003,15,0.8609261179974221,-1.407835483059968,0.5761545564461714
Country_004,1,1.485549849346941,-0.7646542926132678,0.2175841249763158
Country_004,2,3.516103520807857,0.0022168632999785,1.6989312817128328
Country_004,3,1.2681193931436332,0.08331881051087175,2.6168801211347303
Country_004,4,0.22033669664964128,1.4112074283662093,2.0748090464855276
Country_004,5,-0.23905436970385496,0.7625976717270613,2.1394712787479886
Country_004,6,0.715526835230861,-1.28419540148696,0.07079207491650885
Country_004,7,0.3234888399295178,-0.8043898671269091,0.7201801634102318
Country_004,8,0.5526894787636047,-1.7002147263178538,0.5989955963330509
Country_004,9,1.1001745425312175,-0.28591486400900845,1.5466494785088096
Country_004,10,1.5972534836801047,0.3137089623853422,0.7863252179580436
Country_004,11,-0.649090133810347,0.15591536346310464,0.6027194752164949
Country_004,12,0.16027782815579195,-1.3938353309643496,-0.905760800452217
Country_004,13,1.3465358252763915,-0.6682962117475263,0.5806817126972424
Country_004,14,0.914830346634249,-0.32272845485516866,1.3486817417285537
Country_004,15,0.15461450296534263,-0.2884767520366583,0.08914048264985697
Country_005,1,0.355484150739955,2.0795340765149977,0.5613092241996642
Country_005,2,0.6367098093129258,1.2737619590364608,1.7763270958288995
Country_005,3,-0.6080734210483708,2.4027153217049673,0.6450201571911331
Country_005,4,-1.9848478362877975,1.0666310491539586,-0.656123935031946
Country_005,5,-0.40181639280073855,0.0478088141139395,-0.8560765363020173
Country_005,6,-2.3404849509914643,-0.43510597293719144,-3.434250250275645
Country_005,7,-3.0041813226270193,0.19837741421241045,-0.7079997440349355
Country_005,8,-1.326669123174109,-0.802147823874616,-0.6217916502843175
