country,time,stock_return,bond_return,fx_return,commodity_return
USA,1,-3.402789955597464,-0.676120711960759,0.6245807811738072,1.9821245011252593
USA,2,1.78897688467143,5.948470520807816,1.4838170099835808,3.4617215541205946
USA,3,3.6250158002597828,1.1834354696101155,-0.19339673673415975,2.6385982691418928
USA,4,-1.3718612422737044,0.06603330264678117,-1.0133892955942614,0.8800107035762346
USA,5,7.3909023971061885,-3.062495400857848,1.9951300573679323,-3.497151328108954
USA,6,-0.09259253634464848,1.5236492641240433,0.3135997056610181,-2.5098965574929046
USA,7,-1.5710575601013368,1.5985194356257466,-1.5459120731555993,0.8045922429345815
USA,8,0.5637225850143405,-0.5085301192135254,4.274523337839359,2.1134024288088713
USA,9,-5.434942680158355,1.1322765033850222,-1.8930480438000008,2.7643930248743462
USA,10,-2.336943662000905,0.7018053424929181,0.7077249788495267,2.849776920994328
USA,11,-3.250470766054386,0.3247275683409101,-1.32390283830872,-0.9411034341756567
USA,12,5.555428465550885,0.548638376527527,-1.9290146370400325,2.683604086481964
USA,13,7.506124258906021,0.9347370794289455,-2.0181773116410584,-0.5316593616679945
USA,14,5.1354586947635035,-1.4443845584343684,1.5590859745101442,2.358289878218979
USA,15,-1.683132723944866,0.16591853303209977,-6.485333412479774,-1.9080684194991293
USA,16,-0.34190490526093464,-1.3613206513134504,3.23299348157294,-3.263761424882435
USA,17,-0.770211129304012,0.5775067842070746,2.729268201361606,-3.3865187983601164
USA,18,3.9965829648475104,0.03779184051582407,-1.5883668091517764,1.3485746753684442
USA,19,1.580950204518194,-0.8354769116322105,0.39221150939985583,-0.39116052454584826
USA,20,1.0827598775185963,1.1225684216738578,3.3284534223331543,-2.661594095451714
USA,21,7.091488933033693,-3.2025754066707433,0.26591754869354095,1.722102982154381
USA,22,2.1362373178215,-1.2098628256037587,-0.07812032018144793,-0.6304966044956548
USA,23,-0.9703577177374518,1.5624749968559535,0.726107118110709,-1.3184762229322113
USA,24,3.1858766758390398,0.6127134913932647,1.9312510077976643,1.9328315005535304
USA,25,-1.5842845438692803,-0.3989386795002141,1.3305434236607874,2.1447896772070214
USA,26,0.3629795850336604,0.5422887082690747,2.531607814731013,-0.8431078043339364
USA,27,2.2617029233265127,-0.14800945142710342,-0.2385996098978753,3.1437309992003373
USA,28,3.2865321606097737,1.1318151856731207,3.029870033577062,0.7682455775970013
USA,29,2.958624951258902,-0.4640032791327814,0.943900502700282,0.2003395038676254
USA,30,1.1709632114170776,0.9787840201583465,-1.4020993946353655,5.711232843102137
USA,31,-2.3168430020443656,-1.1879736731257315,2.055555614459017,2.9002928559345875
USA,32,2.2247879722650614,1.0969986529342268,0.17051879859976146,-1.546875006660735
USA,33,1.034005293120718,-0.7700356296734053,2.051482626052706,-0.027155960709128735
USA,34,-1.78897823975243,-0.010576076980894439,0.6184139287699049,-0.9472463652875904
USA,35,-2.061446189361505,0.9980474254905367,0.26600260470505305,-0.8789001540717549
USA,36,-1.0351467144780861,0.9396441409346104,-2.9766668889467542,-3.124733954688052
USA,37,-1.6747345138920842,0.3048864475835988,0.4939857043699958,3.902649319577913
USA,38,2.9896182395298827,-0.08906190837565658,0.22942378079834835,-1.7298739724492123
USA,39,0.8275352372888513,-0.2683042880340332,0.7793239490187776,-1.7422297830976676
