entity,time,y,x
1,1,1.8256261075312445,1.5303728114035209
1,2,3.1005137803875975,-0.4760145310793592
1,3,-0.3202395240978566,0.5420378859250166
1,4,-0.2770135931244173,0.16663849536182887
1,5,0.24488862837978026,0.08385271304709754
1,6,0.04043907450686346,-1.5123120278744815
1,7,1.8187299751067918,0.45211963505845065
1,8,4.372122937384168,0.04344491259397988
1,9,3.5186134466083585,0.8440668656747572
1,10,3.502034284240284,0.8777738491057697
1,11,5.372131770968022,2.296136740400089
1,12,3.461952859775157,-0.20772908000181145
1,13,3.739702964854988,-2.193853911207477
1,14,2.8252621813594656,-0.405473153742828
1,15,-0.02658734911748306,-2.8351857410725714
2,1,-4.428877279977017,1.0937709733760685
2,2,-3.254022689095275,1.8604094554035038
2,3,-5.776697474924736,-0.5258239169983643
2,4,-5.25714150467248,-0.8290557093979151
2,5,-6.371475746212408,0.45222442556835746
2,6,-6.609930505321115,0.041317775927102424
2,7,-5.041952123637768,-0.18978323819755222
2,8,-4.349662555209068,-2.085043569890569
2,9,-5.222397762528242,-0.029434054082362437
2,10,-4.456030069786543,0.5081039630903522
2,11,-3.313558408091329,0.2865302366217149
2,12,-5.944096371063612,-2.0722951211659977
2,13,-4.274444146881134,0.7029734300321594
2,14,-4.128507311099955,1.229764397031522
2,15,-4.412708458714198,-0.7966309396901089
3,1,2.9227004866936506,0.3732521005600633
3,2,0.7063230159172167,0.7993707309697967
3,3,-0.40411772423326486,-1.271564473594018
3,4,0.20512983168616372,-1.1890132854383981
3,5,0.5929827091425275,-1.8549788031141208
3,6,1.5122728608123954,-1.7081002416959232
3,7,1.6696793255930151,0.06902349098933395
3,8,1.126831021273698,1.0106262831211825
3,9,1.3930150439776612,-2.444871207187961
3,10,1.8850946486130709,1.3373487134332325
3,11,1.143524453605573,-0.3203499734101711
3,12,0.31523228964045147,-1.2512790973301608
3,13,-0.254847688256428,-0.48470981324351947
3,14,0.6973456764000314,-1.1784506551572214
3,15,-1.5331350336284744,-1.3939649385293982
4,1,0.6190740060203419,0.19245135303987182
4,2,2.1294307164347233,1.1316226571877985
4,3,3.3584954130444427,0.16017938953939673
4,4,1.389973321297766,-0.8104713941239224
4,5,1.5503730393734592,0.13104853446810277
4,6,1.1014154853208158,-0.4121780034783393
4,7,0.6320171083065658,0.805501988301285
4,8,0.11179911485383243,1.0968253865061324
4,9,2.1665483764612965,0.5051448926721235
4,10,0.9716365189841172,-2.2507490549209868
4,11,0.6579550643433051,-0.7200849626839858
4,12,1.4033362062236758,0.39612861402784955
4,13,1.2711843451772595,-0.054236268891482343
4,14,2.7342064863226994,1.2874538267084197
4,15,0.5465416594463188,-0.496802046794087
5,1,2.1497668333934463,0.9189151934266774
5,2,1.295855335994895,-0.7330140475124087
5,3,3.1098871668420527,-1.146716480820728
5,4,5.06264443479858,1.3910219559033588
5,5,3.248289378878999,-1.2954637426637194
5,6,0.08300377818420435,0.5347762942656396
5,7,-0.21163463805612928,0.18016238102050638
5,8,2.37080464617285,0.7823702010945541
5,9,3.464085549130127,0.7216718376404452
5,10,0.9930927449726968,-1.9715739788939182
5,11,0.44337123886263063,-0.13719802823163346
5,12,-0.09658007502849142,-1.8999522720502602
5,13,-0.27801316012536376,-0.7070540028366356
5,14,0.5376148847021339,-1.0073439689355312
5,15,-0.7008024216871799,-1.080365354860548
6,1,6.465469067284772,0.07535529099096311
6,2,7.997955986862916,1.743471635544256
6,3,6.435829783055072,-0.2561809829439253
6,4,6.237197771980725,-1.8584728911493678
6,5,6.195286906939422,0.4824224171488327
6,6,6.935981025537368,-0.933084965906687
6,7,6.187733496012283,-0.49470871978862957
6,8,7.395523456946515,-0.08250956775516192
6,9,7.543559225109252,-0.15332675036920562
6,10,6.393346547064107,1.57420454392558
6,11,6.889047507682512,0.13886313100526898
6,12,6.302928276669666,1.0332171862287538
6,13,5.997093712659404,-0.7277027062841901
6,14,5.836643329313027,0.5730793733625464
6,15,6.075766125507244,-0.5151079869837346
7,1,3.9860234730194257,1.194880438979955
7,2,3.3144209803374105,-0.5656955668642945
7,3,3.225855091396706,-1.1762103308618024
7,4,3.7527919861121166,0.9520907871794062
7,5,3.134895358124778,-0.3369860848029493
7,6,3.5424442204700286,1.1501756042336415
7,7,3.177291605396388,0.012722220162433892
7,8,2.3683598858821773,-0.1333156792089073
7,9,1.4507767333481318,-0.3377702545653975
7,10,2.7212615176811674,-0.3312129687035145
7,11,1.842841838680637,-0.2983336063003082
7,12,1.623500987418075,-0.36809417212686507
7,13,1.604211031605785,0.8407881935741467
7,14,2.3047352649911836,-0.947314597749287
7,15,2.8144082619202258,1.6848677893402413
8,1,2.7758383628289884,-0.791997855424245
8,2,3.7242587574345607,0.020723632452151388
8,3,5.908080461369347,0.6438883789370982
8,4,3.6150384012681593,-0.28351622827518397
