"hospital_id","te_half_normal","te_truncated_normal"
1,0.905639543026629,0.755085868978021
2,0.834742297721592,0.640791408074965
3,0.951875734147968,0.931529400625473
4,0.831827591745797,0.625429404023218
5,0.882403117220214,0.711656443566097
6,0.910736032321544,0.769940209689411
7,0.809788939158494,0.597526369884791
8,0.865098859882235,0.676786385160755
9,0.915351439088993,0.78310638178509
10,0.919555146035108,0.793653726526105
11,0.949521323252191,0.918899305935199
12,0.908891427467146,0.767987477573284
13,0.935605259658586,0.847877140819906
14,0.905776032974711,0.770832009869118
15,0.892580546890073,0.737280132408744
16,0.905481810508963,0.75888145804715
17,0.938956053978639,0.869906728193229
18,0.843902817733991,0.647818637282783
19,0.947622301875139,0.912882398190905
20,0.923064898816331,0.817295176566118
21,0.932840818648162,0.830733787757251
22,0.909959523679976,0.769366647933374
23,0.85419818436707,0.662400079283643
24,0.937729989853907,0.872219353224482
25,0.886060236352845,0.723403555987969
26,0.850982941217155,0.658263784282382
27,0.842699062634125,0.652136339959218
28,0.944324890052867,0.885552280534859
29,0.918506825170658,0.7928065342027
30,0.939545811623853,0.871485182934386
31,0.945493686560606,0.903212972101924
32,0.885606082725631,0.708949343836623
33,0.937587919923656,0.857755995945695
34,0.814809361173027,0.615562975693652
35,0.938505271581048,0.859822018541156
36,0.849428236786331,0.665252488374226
37,0.896800079499238,0.73553742445263
38,0.936773479412475,0.87163533323606
39,0.910087603496886,0.779299458749919
40,0.892631140372717,0.726718612002905
41,0.889091721681011,0.718600654090105
42,0.921940253945454,0.800048907689399
43,0.888964566891439,0.721821269881055
44,0.877081942653896,0.701884107300571
45,0.92846756279691,0.835002821310821
46,0.910132087271805,0.772472633723783
47,0.738495655664352,0.521758911637991
48,0.914190382621206,0.771823792950645
49,0.952556792932936,0.931474592238455
50,0.947003570910802,0.91982055925983
51,0.922733528631291,0.800410427250358
52,0.91686008899365,0.786417854387045
53,0.91457913371016,0.787753730542625
54,0.945702876551708,0.890628430158994
55,0.918304148289298,0.78486294076931
56,0.894153449087401,0.727758842366707
57,0.873754326406536,0.698883649558478
58,0.91771424623274,0.79092244777855
59,0.876535485851668,0.697886325016546
60,0.821862468280645,0.614187146816668
61,0.934307988053529,0.851271151621852
62,0.79631317694023,0.587629405476446
63,0.941843361334151,0.885568081090012
64,0.892100114163773,0.735053021007695
65,0.945125691137475,0.888538677318733
66,0.934327980162326,0.834502921730974
67,0.894241466641144,0.73242026392448
68,0.899037100644868,0.739948958132159
69,0.943563528730842,0.88190925036443
70,0.926859347295901,0.819263303522476
71,0.931603316654756,0.830972404186603
72,0.823176528880057,0.618539290444021
73,0.95874684869241,0.964544750975291
74,0.907008768774594,0.75164577346178
75,0.928250141820558,0.835884897367937
76,0.894998880693663,0.733591538768973
77,0.943253940174623,0.881574855818323
78,0.928049951851897,0.825608097183106
79,0.864907311015892,0.677933822884103
80,0.945437296295869,0.908016035556151
81,0.926754219972425,0.81620467832136
82,0.907034595340593,0.758910411520574
83,0.907000261840891,0.752451401488686
84,0.923549152623951,0.807898640310531
85,0.946708108509634,0.909968778660989
86,0.887082875643787,0.720799371338153
87,0.94943914543833,0.910378184739651
88,0.920354041846772,0.794437345097212
89,0.910551765679103,0.771983230002469
90,0.947959756235685,0.904153348683746
91,0.948963468417711,0.91429023440505
92,0.942236596963762,0.872436325874822
93,0.952309602532935,0.941707229820233
94,0.903557013966013,0.758604717035639
95,0.954095454544701,0.945133586404301
96,0.766668501021001,0.559045944459637
97,0.903547827055323,0.751072834038503
98,0.907836668202292,0.761275648119975
99,0.878081354219932,0.70090084934112
100,0.915927781227652,0.785191510274654
101,0.894567325609298,0.745028192648388
102,0.893021984941886,0.730725532221709
103,0.951092987152908,0.92916532115962
104,0.875614444967652,0.700536312259547
105,0.921503698076473,0.799320956053228
106,0.94115406274209,0.871277812645964
107,0.942546183294914,0.868089658746818
108,0.887860468232544,0.718150780702575
109,0.948735584509305,0.914669612690252
110,0.939396046509199,0.866408323909804
111,0.910205059451602,0.7781551912043
112,0.952767060539973,0.936259141641635
113,0.91330720820838,0.774589791597672
114,0.900192354955031,0.73171827234811
115,0.914323662467119,0.782875559580994
116,0.900257526485878,0.746057457835204
117,0.785239580845341,0.576569634343502
118,0.825913937735394,0.630738575950427
119,0.925907764898382,0.806610378445314
120,0.904811862157342,0.751248437087046
121,0.847144749613879,0.650414243296569
122,0.7767620554873,0.571340470995043
123,0.9038858034584,0.744665648419426
124,0.837586058566301,0.646617233650002
125,0.947256339621166,0.902027930757738
126,0.858667703477917,0.659455386074791
127,0.883883002916646,0.716621061117943
128,0.955989116661844,0.954365361628739
129,0.901028294019025,0.744827726249066
130,0.934504286885995,0.852576273363446
131,0.873125183805918,0.70544661986396
132,0.955246059235861,0.9486637646682
133,0.882160808763463,0.713747923797656
134,0.82961408079261,0.628085322118408
135,0.908451160953805,0.767946359126116
136,0.964565171143812,0.979640141367539
137,0.951120835952849,0.93218600473687
138,0.908779103916324,0.767116208591404
139,0.932710969807178,0.832298128790958
140,0.913894070167478,0.785609522837259
141,0.941642751180195,0.874656884623654
142,0.904192924797636,0.749725316911135
143,0.893027544436893,0.742713376108954
144,0.853582334889846,0.662081392685851
145,0.874320733769121,0.697612139834974
146,0.922944802684968,0.798101606125548
147,0.873565432660175,0.703615552614594
148,0.908182431603225,0.774293321289057
